Days,Advertiser verticals,Device categories,Creative size,Buyer networks,Revenue,Ad impressions,Ad eCPM (£)
6/18/20,Apparel,Connected TV,Native,Agency B,£0.01 ,5,£1.22 
6/18/20,Dining & Nightlife,Tablets,320x50,Agency C,£0.00 ,5,£0.95 
6/18/20,Beauty & Personal Care,Connected TV,970x250,Agency B,£0.00 ,5,£0.73 
6/18/20,Business & Industrial,Connected TV,970x250,Agency B,£0.00 ,5,£0.72 
6/18/20,Jobs & Education,Connected TV,Native,Agency B,£0.00 ,5,£0.67 
6/18/20,Sports & Fitness,Connected TV,970x250,Agency B,£0.00 ,5,£0.64 
6/18/20,Business & Industrial,Tablets,320x50,Agency A,£0.00 ,5,£0.48 
6/18/20,Sports & Fitness,Connected TV,Native,Agency B,£0.00 ,5,£0.48 
6/18/20,Internet & Telecom,High-end mobile devices,320x50,Agency E,£0.00 ,5,£0.43 
6/18/20,Home & Garden,High-end mobile devices,728x90,Agency B,£0.00 ,5,£0.41 
6/18/20,Food & Groceries,Desktop,300x600,Agency D,£0.00 ,5,£0.38 
6/18/20,Jobs & Education,High-end mobile devices,Native,Agency C,£0.00 ,5,£0.31 
6/18/20,Business & Industrial,Connected TV,300x250,Agency B,£0.00 ,5,£0.30 
6/18/20,"Hobbies, Games & Leisure",Tablets,970x250,Agency D,£0.00 ,5,£0.19 
6/18/20,Jobs & Education,Desktop,Native,Agency C,£0.00 ,5,£0.11 
6/18/20,Beauty & Personal Care,Connected TV,728x90,Agency B,£0.00 ,5,£0.07 
6/18/20,Apparel,High-end mobile devices,320x50,Agency D,£0.00 ,5,£0.03 
6/18/20,Business & Industrial,Tablets,Interstitial,Agency C,£0.02 ,4,£4.73 
6/18/20,Law & Government,High-end mobile devices,Video/Overlay,Agency D,£0.02 ,4,£4.17 
6/18/20,Autos & Vehicles,Desktop,728x90,Agency A,£0.01 ,4,£2.97 
6/18/20,Internet & Telecom,Connected TV,Video/Overlay,Agency B,£0.01 ,4,£2.25 
6/18/20,Finance,Tablets,Video/Overlay,Agency D,£0.01 ,4,£2.20 
6/18/20,Finance,High-end mobile devices,Video/Overlay,Agency D,£0.01 ,4,£2.10 
6/18/20,Health,High-end mobile devices,300x600,Agency D,£0.01 ,4,£1.90 
6/18/20,Apparel,High-end mobile devices,728x90,Agency C,£0.01 ,4,£1.80 
6/18/20,Law & Government,High-end mobile devices,Video/Overlay,Agency C,£0.01 ,4,£1.75 
6/18/20,Travel & Tourism,High-end mobile devices,300x600,Agency D,£0.01 ,4,£1.71 
6/18/20,"News, Books & Publications",Connected TV,970x250,Agency B,£0.01 ,4,£1.54 
6/18/20,Travel & Tourism,Connected TV,728x90,Agency B,£0.01 ,4,£1.50 
6/18/20,Health,Connected TV,300x600,Agency E,£0.01 ,4,£1.46 
6/18/20,Autos & Vehicles,Connected TV,Video/Overlay,Agency B,£0.00 ,4,£1.08 
6/18/20,Business & Industrial,High-end mobile devices,Native,Agency D,£0.00 ,4,£0.86 
6/18/20,Autos & Vehicles,Desktop,Video/Overlay,Agency D,£0.00 ,4,£84.23 
6/18/20,Real Estate,High-end mobile devices,728x90,Agency B,£0.00 ,4,£0.79 
6/18/20,Travel & Tourism,Desktop,300x250,Agency D,£0.00 ,4,£0.71 
6/18/20,Finance,High-end mobile devices,Native,Agency D,£0.00 ,4,£0.70 
6/18/20,Finance,High-end mobile devices,320x50,Agency D,£0.00 ,4,£0.69 
6/18/20,Autos & Vehicles,Connected TV,300x600,Agency E,£0.00 ,4,£0.67 
6/18/20,Computers & Consumer Electronics,Tablets,300x250,Agency D,£0.00 ,4,£0.62 
6/18/20,"News, Books & Publications",Desktop,300x250,Agency D,£0.00 ,4,£0.60 
6/18/20,Arts & Entertainment,Connected TV,970x250,Agency B,£0.00 ,4,£0.47 
6/18/20,Law & Government,Tablets,320x50,Agency E,£0.00 ,4,£0.40 
6/18/20,Jobs & Education,Connected TV,300x600,Agency B,£0.00 ,4,£0.33 
6/18/20,Health,Desktop,728x90,Agency D,£0.00 ,4,£0.30 
6/18/20,Beauty & Personal Care,High-end mobile devices,728x90,Agency B,£0.00 ,4,£0.27 
6/18/20,Business & Industrial,High-end mobile devices,970x250,Agency B,£0.00 ,4,£0.20 
6/18/20,"Hobbies, Games & Leisure",High-end mobile devices,728x90,Agency B,£0.00 ,4,£0.18 
6/18/20,Food & Groceries,High-end mobile devices,Video/Overlay,Agency C,£0.04 ,3,£13.63 
6/18/20,Travel & Tourism,High-end mobile devices,Interstitial,Agency C,£0.03 ,3,£10.39 
6/18/20,Family & Community,High-end mobile devices,Interstitial,Agency C,£0.03 ,3,£8.61 
6/18/20,Internet & Telecom,Desktop,Video/Overlay,Agency D,£0.02 ,3,£5.36 
6/18/20,Beauty & Personal Care,Desktop,728x90,Agency E,£0.01 ,3,£3.71 
6/18/20,Autos & Vehicles,Tablets,Video/Overlay,Agency C,£0.01 ,3,£2.97 
6/18/20,Dining & Nightlife,Tablets,Video/Overlay,Agency C,£0.01 ,3,£2.76 
6/18/20,Computers & Consumer Electronics,Tablets,Interstitial,Agency C,£0.01 ,3,£2.56 
6/18/20,Apparel,High-end mobile devices,728x90,Agency B,£0.01 ,3,£2.51 
6/18/20,"News, Books & Publications",Desktop,Video/Overlay,Agency B,£0.01 ,3,£2.43 
6/18/20,Family & Community,Tablets,300x250,Agency E,£0.01 ,3,£2.14 
6/18/20,Internet & Telecom,Tablets,300x600,Agency D,£0.01 ,3,£2.04 
6/18/20,Occasions & Gifts,High-end mobile devices,300x600,Agency C,£0.01 ,3,£2.03 
6/18/20,Law & Government,Connected TV,Video/Overlay,Agency B,£0.01 ,3,£1.74 
6/18/20,Health,High-end mobile devices,300x250,Agency D,£0.00 ,3,£1.59 
6/18/20,Family & Community,High-end mobile devices,728x90,Agency B,£0.00 ,3,£1.50 
6/18/20,Occasions & Gifts,Desktop,Video/Overlay,Agency C,£0.00 ,3,£1.25 
6/18/20,Finance,High-end mobile devices,970x250,Agency B,£0.00 ,3,£1.25 
6/18/20,Jobs & Education,High-end mobile devices,728x90,Agency B,£0.00 ,3,£1.21 
6/18/20,Apparel,Connected TV,300x600,Agency C,£0.00 ,3,£1.10 
6/18/20,Arts & Entertainment,Tablets,300x250,Agency D,£0.00 ,3,£1.08 
6/18/20,Computers & Consumer Electronics,Connected TV,Video/Overlay,Agency C,£0.00 ,3,£1.06 
6/18/20,"News, Books & Publications",High-end mobile devices,300x250,Agency D,£0.00 ,3,£1.03 
6/18/20,(unknown),Tablets,Video/Overlay,Agency B,£0.00 ,3,£0.88 
6/18/20,Occasions & Gifts,Desktop,Video/Overlay,Agency D,£0.00 ,3,£0.81 
6/18/20,Mobile Apps,High-end mobile devices,300x250,Agency D,£0.00 ,3,£0.78 
6/18/20,Apparel,Connected TV,300x250,Agency A,£0.00 ,3,£0.72 
6/18/20,Sports & Fitness,Connected TV,300x600,Agency C,£0.00 ,3,£0.72 
6/18/20,"News, Books & Publications",Connected TV,300x600,Agency B,£0.00 ,3,£0.72 
6/18/20,Finance,Connected TV,728x90,Agency B,£0.00 ,3,£0.66 
6/18/20,Business & Industrial,Tablets,300x250,Agency D,£0.00 ,3,£0.55 
6/18/20,Computers & Consumer Electronics,Tablets,300x600,Agency D,£0.00 ,3,£0.49 
6/18/20,Finance,Desktop,300x600,Agency D,£0.00 ,3,£0.44 
6/18/20,Home & Garden,Tablets,300x250,Agency D,£0.00 ,3,£0.42 
6/18/20,Mobile Apps,Desktop,320x50,Agency B,£0.00 ,3,£0.40 
6/18/20,"News, Books & Publications",High-end mobile devices,728x90,Agency B,£0.00 ,3,£0.39 
6/18/20,Occasions & Gifts,Connected TV,300x600,Agency B,£0.00 ,3,£0.39 
6/18/20,"Hobbies, Games & Leisure",Connected TV,300x600,Agency B,£0.00 ,3,£0.32 
6/18/20,Finance,Connected TV,728x90,Agency C,£0.00 ,3,£0.14 
6/18/20,Home & Garden,Connected TV,300x250,Agency B,£0.00 ,3,£0.14 
6/18/20,Home & Garden,Connected TV,Native,Agency B,£0.00 ,3,£0.13 
6/18/20,Travel & Tourism,High-end mobile devices,320x50,Agency D,£0.00 ,3,£0.08 
6/18/20,Jobs & Education,High-end mobile devices,970x250,Agency B,£0.00 ,3,£0.08 
6/18/20,Real Estate,Desktop,320x50,Agency C,£0.00 ,3,£0.07 
6/18/20,Mobile Apps,Desktop,320x50,Agency C,£0.00 ,3,£0.04 
6/18/20,(unknown),Connected TV,728x90,Agency B,£0.00 ,3,£0.03 
6/18/20,Dining & Nightlife,Connected TV,300x600,Agency B,£0.00 ,3,£0.03 
6/18/20,Travel & Tourism,Tablets,Interstitial,Agency C,£0.03 ,2,£13.72 
6/18/20,Business & Industrial,Tablets,Video/Overlay,Agency D,£0.03 ,2,£13.58 
6/18/20,Family & Community,Desktop,Video/Overlay,Agency D,£0.02 ,2,£9.27 
6/18/20,Travel & Tourism,High-end mobile devices,Video/Overlay,Agency C,£0.02 ,2,£9.19 
6/18/20,"Hobbies, Games & Leisure",Tablets,Interstitial,Agency C,£0.01 ,2,£7.18 
6/18/20,Family & Community,Desktop,Video/Overlay,Agency C,£0.01 ,2,£5.32 
6/18/20,Apparel,Tablets,Interstitial,Agency C,£0.01 ,2,£4.20 
6/18/20,"News, Books & Publications",Tablets,Interstitial,Agency C,£0.01 ,2,£3.72 
6/18/20,Real Estate,Desktop,Native,Agency C,£0.01 ,2,£3.52 
6/18/20,Family & Community,High-end mobile devices,Video/Overlay,Agency B,£0.01 ,2,£3.01 
6/18/20,Autos & Vehicles,Tablets,300x250,Agency D,£0.01 ,2,£2.96 
6/18/20,Arts & Entertainment,High-end mobile devices,728x90,Agency B,£0.00 ,2,£2.37 
6/18/20,Real Estate,High-end mobile devices,Interstitial,Agency C,£0.00 ,2,£2.34 
6/18/20,Family & Community,Tablets,728x90,Agency E,£0.00 ,2,£2.15 
6/18/20,Computers & Consumer Electronics,Desktop,728x90,Agency A,£0.00 ,2,£2.07 
6/18/20,Autos & Vehicles,Desktop,970x250,Agency A,£0.00 ,2,£1.88 
6/18/20,Dining & Nightlife,Tablets,300x250,Agency C,£0.00 ,2,£1.77 
6/18/20,Dining & Nightlife,Tablets,728x90,Agency C,£0.00 ,2,£1.65 
6/18/20,"News, Books & Publications",High-end mobile devices,300x250,Agency C,£0.00 ,2,£1.59 
6/18/20,Business & Industrial,High-end mobile devices,728x90,Agency C,£0.00 ,2,£1.47 
6/18/20,Travel & Tourism,Connected TV,728x90,Agency C,£0.00 ,2,£1.45 
6/18/20,Travel & Tourism,Connected TV,300x600,Agency C,£0.00 ,2,£1.44 
6/18/20,Home & Garden,High-end mobile devices,320x50,Agency D,£0.00 ,2,£1.37 
6/18/20,Computers & Consumer Electronics,Connected TV,Interstitial,Agency B,£0.00 ,2,£1.35 
6/18/20,Autos & Vehicles,Connected TV,Native,Agency C,£0.00 ,2,£1.34 
6/18/20,Health,High-end mobile devices,970x250,Agency B,£0.00 ,2,£1.28 
6/18/20,"News, Books & Publications",Tablets,Video/Overlay,Agency B,£0.00 ,2,£1.17 
6/19/20,Apparel,Desktop,970x250,Agency B,£39.96 ,110361,£0.36 
6/19/20,Apparel,Desktop,300x250,Agency B,£9.86 ,62770,£0.16 
6/19/20,Apparel,Desktop,300x600,Agency B,£34.37 ,53188,£0.65 
6/19/20,Autos & Vehicles,Desktop,Native,Agency B,£46.28 ,43493,£1.06 
6/19/20,Business & Industrial,Desktop,970x250,Agency B,£28.84 ,39594,£0.73 
6/19/20,Business & Industrial,Desktop,300x250,Agency B,£8.04 ,34552,£0.23 
6/19/20,Computers & Consumer Electronics,Desktop,728x90,Agency B,£14.07 ,33141,£0.42 
6/19/20,"Hobbies, Games & Leisure",Desktop,970x250,Agency B,£19.04 ,31614,£0.60 
6/19/20,Finance,Desktop,300x250,Agency B,£7.17 ,30704,£0.23 
6/19/20,"Hobbies, Games & Leisure",Desktop,300x250,Agency B,£5.12 ,28995,£0.18 
6/19/20,Family & Community,Desktop,300x250,Agency B,£8.17 ,28758,£0.28 
6/19/20,Finance,High-end mobile devices,Interstitial,Agency B,£90.15 ,28253,£3.19 
6/19/20,Autos & Vehicles,Desktop,300x250,Agency B,£6.24 ,25404,£0.25 
6/19/20,Apparel,High-end mobile devices,300x250,Agency A,£23.63 ,24751,£0.95 
6/19/20,Finance,Desktop,970x250,Agency B,£17.84 ,24730,£0.72 
6/19/20,Beauty & Personal Care,Desktop,300x250,Agency B,£4.54 ,24325,£0.19 
6/19/20,Finance,Desktop,728x90,Agency B,£5.48 ,24207,£0.23 
6/19/20,Business & Industrial,Desktop,300x600,Agency B,£17.65 ,23409,£0.75 
6/19/20,Computers & Consumer Electronics,Desktop,970x250,Agency B,£12.57 ,22405,£0.56 
6/19/20,Family & Community,Desktop,300x600,Agency B,£8.48 ,22299,£0.38 
6/19/20,"Hobbies, Games & Leisure",Desktop,Native,Agency B,£12.39 ,22007,£0.56 
6/19/20,Business & Industrial,Desktop,Native,Agency B,£23.99 ,21487,£1.12 
6/19/20,Health,Desktop,300x250,Agency B,£5.23 ,21437,£0.24 
6/19/20,Internet & Telecom,Desktop,300x250,Agency B,£5.80 ,21414,£0.27 
6/19/20,Business & Industrial,Desktop,728x90,Agency B,£10.25 ,21032,£0.49 
6/19/20,Computers & Consumer Electronics,Desktop,300x250,Agency B,£7.25 ,20869,£0.35 
6/19/20,Apparel,Tablets,970x250,Agency B,£5.80 ,20259,£0.29 
6/19/20,Autos & Vehicles,Desktop,970x250,Agency B,£20.63 ,20029,£1.03 
6/19/20,Autos & Vehicles,Desktop,300x600,Agency B,£23.17 ,19779,£1.17 
6/19/20,"Hobbies, Games & Leisure",Desktop,300x600,Agency B,£8.20 ,19182,£0.43 
6/19/20,Finance,High-end mobile devices,320x50,Agency C,£18.17 ,19165,£0.95 
6/19/20,Home & Garden,Desktop,300x250,Agency B,£4.68 ,18296,£0.26 
6/19/20,Arts & Entertainment,High-end mobile devices,320x50,Agency C,£23.97 ,17038,£1.41 
6/19/20,Computers & Consumer Electronics,Desktop,300x600,Agency B,£12.64 ,16685,£0.76 
6/19/20,Internet & Telecom,Desktop,970x250,Agency B,£9.73 ,16511,£0.59 
6/19/20,Autos & Vehicles,High-end mobile devices,300x600,Agency B,£32.88 ,16289,£2.02 
6/19/20,Internet & Telecom,Desktop,300x600,Agency B,£13.21 ,16087,£0.82 
6/19/20,Business & Industrial,Tablets,970x250,Agency B,£2.62 ,15574,£0.17 
6/19/20,Family & Community,Desktop,970x250,Agency B,£7.89 ,15418,£0.51 
6/19/20,Home & Garden,Desktop,970x250,Agency B,£7.23 ,15167,£0.48 
6/19/20,Apparel,Desktop,728x90,Agency B,£10.15 ,15025,£0.68 
6/19/20,Finance,High-end mobile devices,300x600,Agency B,£17.68 ,14969,£1.18 
6/19/20,Finance,High-end mobile devices,300x250,Agency B,£7.93 ,14732,£0.54 
6/19/20,Family & Community,High-end mobile devices,300x600,Agency B,£12.61 ,14674,£0.86 
6/19/20,Finance,High-end mobile devices,300x250,Agency C,£15.05 ,14582,£1.03 
6/19/20,"Hobbies, Games & Leisure",Desktop,728x90,Agency B,£4.42 ,14281,£0.31 
6/19/20,Arts & Entertainment,High-end mobile devices,Interstitial,Agency B,£45.51 ,13680,£3.33 
6/19/20,Apparel,High-end mobile devices,300x600,Agency B,£16.52 ,13646,£1.21 
6/19/20,Internet & Telecom,High-end mobile devices,300x600,Agency E,£23.35 ,13539,£1.72 
6/19/20,Business & Industrial,Tablets,300x250,Agency B,£2.61 ,13139,£0.20 
6/19/20,Beauty & Personal Care,Desktop,728x90,Agency B,£3.03 ,12717,£0.24 
6/19/20,Autos & Vehicles,High-end mobile devices,Native,Agency B,£14.64 ,12408,£1.18 
6/19/20,Autos & Vehicles,Desktop,728x90,Agency B,£6.79 ,12266,£0.55 
6/19/20,Finance,Desktop,300x600,Agency B,£12.74 ,12180,£1.05 
6/19/20,Internet & Telecom,Desktop,728x90,Agency B,£5.17 ,11782,£0.44 
6/19/20,Apparel,Tablets,300x600,Agency B,£8.57 ,11740,£0.73 
6/19/20,Business & Industrial,High-end mobile devices,300x250,Agency B,£5.83 ,11328,£0.51 
6/19/20,Health,Desktop,728x90,Agency B,£4.95 ,11328,£0.44 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,Interstitial,Agency B,£40.53 ,11277,£3.59 
6/19/20,Home & Garden,Desktop,728x90,Agency B,£3.89 ,11215,£0.35 
6/19/20,Beauty & Personal Care,Tablets,300x250,Agency B,£1.98 ,11212,£0.18 
6/19/20,Arts & Entertainment,Desktop,300x250,Agency B,£1.69 ,11181,£0.15 
6/19/20,Finance,Desktop,300x250,Agency C,£9.42 ,11069,£0.85 
6/19/20,Home & Garden,Desktop,Native,Agency B,£6.36 ,11043,£0.58 
6/19/20,Computers & Consumer Electronics,Desktop,300x600,Agency C,£10.53 ,11025,£0.95 
6/19/20,Business & Industrial,Tablets,300x600,Agency B,£3.69 ,10840,£0.34 
6/19/20,Autos & Vehicles,Tablets,300x600,Agency B,£15.79 ,10784,£1.46 
6/19/20,Internet & Telecom,Desktop,Native,Agency B,£7.82 ,10771,£0.73 
6/19/20,Computers & Consumer Electronics,Desktop,Native,Agency B,£11.96 ,10344,£1.16 
6/19/20,Business & Industrial,High-end mobile devices,320x50,Agency B,£2.75 ,10081,£0.27 
6/19/20,Sports & Fitness,Desktop,300x250,Agency B,£2.71 ,9792,£0.28 
6/19/20,Computers & Consumer Electronics,Desktop,728x90,Agency C,£9.87 ,9718,£1.02 
6/19/20,Computers & Consumer Electronics,Desktop,300x250,Agency C,£6.45 ,9699,£0.67 
6/19/20,Family & Community,Tablets,970x250,Agency B,£2.08 ,9624,£0.22 
6/19/20,Occasions & Gifts,Desktop,300x250,Agency B,£1.46 ,9586,£0.15 
6/19/20,Finance,Desktop,728x90,Agency C,£6.65 ,9430,£0.71 
6/19/20,Family & Community,Desktop,728x90,Agency B,£4.23 ,9181,£0.46 
6/19/20,Home & Garden,Desktop,300x600,Agency B,£6.33 ,8960,£0.71 
6/19/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency B,£2.77 ,8827,£0.31 
6/19/20,Apparel,Tablets,300x250,Agency B,£2.03 ,8514,£0.24 
6/19/20,Internet & Telecom,High-end mobile devices,Interstitial,Agency B,£29.93 ,8512,£3.52 
6/19/20,Law & Government,Desktop,300x250,Agency B,£2.66 ,8382,£0.32 
6/19/20,Apparel,High-end mobile devices,300x250,Agency B,£3.59 ,8290,£0.43 
6/19/20,Jobs & Education,Desktop,728x90,Agency B,£2.67 ,7877,£0.34 
6/19/20,Autos & Vehicles,High-end mobile devices,300x250,Agency B,£12.52 ,7799,£1.61 
6/19/20,Family & Community,High-end mobile devices,300x250,Agency B,£2.92 ,7382,£0.40 
6/19/20,Finance,Desktop,Native,Agency B,£10.68 ,7316,£1.46 
6/19/20,Finance,Tablets,300x250,Agency B,£1.87 ,7297,£0.26 
6/19/20,Sports & Fitness,Desktop,300x600,Agency B,£8.68 ,7274,£1.19 
6/19/20,Autos & Vehicles,Tablets,Native,Agency B,£7.73 ,7235,£1.07 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,300x250,Agency B,£3.59 ,7204,£0.50 
6/19/20,Arts & Entertainment,Desktop,728x90,Agency C,£6.30 ,7093,£0.89 
6/19/20,"News, Books & Publications",High-end mobile devices,Interstitial,Agency B,£27.33 ,7052,£3.88 
6/19/20,Business & Industrial,High-end mobile devices,300x600,Agency B,£7.59 ,7009,£1.08 
6/19/20,Arts & Entertainment,Desktop,Native,Agency B,£6.87 ,6878,£1.00 
6/19/20,Sports & Fitness,Desktop,970x250,Agency B,£5.45 ,6339,£0.86 
6/19/20,Apparel,High-end mobile devices,Interstitial,Agency B,£26.34 ,6268,£4.20 
6/19/20,Food & Groceries,Desktop,300x250,Agency B,£2.00 ,6136,£0.33 
6/19/20,Internet & Telecom,High-end mobile devices,320x50,Agency B,£4.95 ,6065,£0.82 
6/19/20,Beauty & Personal Care,Desktop,970x250,Agency B,£5.48 ,6058,£0.90 
6/19/20,Health,Tablets,300x250,Agency B,£1.75 ,6007,£0.29 
6/19/20,Real Estate,Desktop,970x250,Agency B,£2.53 ,5941,£0.43 
6/19/20,Real Estate,Desktop,Native,Agency B,£4.29 ,5830,£0.74 
6/19/20,Health,Desktop,Native,Agency B,£2.79 ,5734,£0.49 
6/19/20,Jobs & Education,Desktop,300x250,Agency B,£1.83 ,5675,£0.32 
6/19/20,Law & Government,Desktop,728x90,Agency B,£1.96 ,5641,£0.35 
6/19/20,Apparel,Desktop,Native,Agency B,£6.16 ,5626,£1.09 
6/19/20,Home & Garden,Tablets,300x250,Agency B,£1.53 ,5623,£0.27 
6/19/20,"Hobbies, Games & Leisure",Tablets,300x250,Agency B,£1.06 ,5418,£0.20 
6/19/20,Travel & Tourism,Desktop,728x90,Agency B,£2.89 ,5213,£0.55 
6/19/20,Arts & Entertainment,Tablets,300x250,Agency B,£1.00 ,5177,£0.19 
6/19/20,Arts & Entertainment,Desktop,300x600,Agency B,£3.27 ,5174,£0.63 
6/19/20,Real Estate,Desktop,300x250,Agency B,£1.36 ,5073,£0.27 
6/19/20,Food & Groceries,Desktop,728x90,Agency B,£2.25 ,5015,£0.45 
6/19/20,Travel & Tourism,Desktop,300x250,Agency B,£1.31 ,4986,£0.26 
6/19/20,Health,Desktop,970x250,Agency B,£4.33 ,4969,£0.87 
6/19/20,Home & Garden,High-end mobile devices,300x250,Agency B,£2.24 ,4897,£0.46 
6/19/20,Internet & Telecom,High-end mobile devices,320x50,Agency C,£5.35 ,4894,£1.09 
6/19/20,Family & Community,Tablets,300x600,Agency B,£1.46 ,4866,£0.30 
6/19/20,Beauty & Personal Care,Desktop,300x600,Agency B,£3.50 ,4753,£0.74 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,300x600,Agency B,£5.51 ,4581,£1.20 
6/19/20,Law & Government,Desktop,970x250,Agency B,£1.44 ,4567,£0.32 
6/19/20,Autos & Vehicles,Tablets,300x250,Agency B,£2.83 ,4489,£0.63 
6/19/20,Autos & Vehicles,Tablets,728x90,Agency B,£4.30 ,4184,£1.03 
6/19/20,Health,High-end mobile devices,300x250,Agency B,£4.64 ,4106,£1.13 
6/19/20,Occasions & Gifts,Desktop,Native,Agency B,£6.28 ,4103,£1.53 
6/19/20,Computers & Consumer Electronics,Tablets,300x250,Agency B,£1.46 ,4095,£0.36 
6/19/20,Arts & Entertainment,Tablets,Native,Agency B,£3.31 ,4083,£0.81 
6/19/20,Home & Garden,Tablets,970x250,Agency B,£1.38 ,4038,£0.34 
6/19/20,Family & Community,High-end mobile devices,Interstitial,Agency B,£17.12 ,4034,£4.24 
6/19/20,Finance,Desktop,300x600,Agency C,£7.38 ,3897,£1.89 
6/19/20,Business & Industrial,Tablets,Native,Agency B,£2.40 ,3855,£0.62 
6/19/20,Computers & Consumer Electronics,Tablets,970x250,Agency B,£1.01 ,3827,£0.26 
6/19/20,Business & Industrial,Tablets,728x90,Agency B,£1.35 ,3802,£0.35 
6/19/20,Apparel,High-end mobile devices,300x600,Agency C,£5.11 ,3668,£1.39 
6/19/20,Autos & Vehicles,High-end mobile devices,320x50,Agency B,£2.28 ,3651,£0.62 
6/19/20,Finance,Tablets,728x90,Agency B,£1.28 ,3644,£0.35 
6/19/20,Business & Industrial,High-end mobile devices,Native,Agency B,£2.62 ,3537,£0.74 
6/19/20,Business & Industrial,High-end mobile devices,Interstitial,Agency B,£13.45 ,3532,£3.81 
6/19/20,Law & Government,Tablets,300x250,Agency B,£1.32 ,3529,£0.38 
6/19/20,Jobs & Education,Desktop,Native,Agency B,£3.92 ,3499,£1.12 
6/19/20,Arts & Entertainment,Desktop,728x90,Agency B,£2.46 ,3489,£0.70 
6/19/20,Travel & Tourism,Desktop,970x250,Agency B,£3.99 ,3484,£1.14 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,Interstitial,Agency C,£11.26 ,3483,£3.23 
6/19/20,Health,High-end mobile devices,Interstitial,Agency B,£12.69 ,3409,£3.72 
6/19/20,Health,High-end mobile devices,300x600,Agency E,£7.74 ,3344,£2.32 
6/19/20,Jobs & Education,Desktop,300x600,Agency B,£2.38 ,3283,£0.73 
6/19/20,"Hobbies, Games & Leisure",Tablets,Native,Agency B,£0.81 ,3220,£0.25 
6/19/20,Internet & Telecom,Tablets,300x250,Agency B,£1.37 ,3196,£0.43 
6/19/20,Internet & Telecom,High-end mobile devices,300x250,Agency C,£4.64 ,3178,£1.46 
6/19/20,Arts & Entertainment,Desktop,970x250,Agency B,£2.61 ,3172,£0.82 
6/19/20,Arts & Entertainment,High-end mobile devices,300x250,Agency C,£5.09 ,3145,£1.62 
6/19/20,Autos & Vehicles,High-end mobile devices,320x50,Agency E,£3.15 ,3140,£1.00 
6/19/20,Arts & Entertainment,Desktop,300x600,Agency C,£3.64 ,3120,£1.17 
6/19/20,Finance,High-end mobile devices,300x600,Agency C,£4.34 ,3101,£1.40 
6/19/20,Sports & Fitness,High-end mobile devices,300x600,Agency B,£4.73 ,3033,£1.56 
6/19/20,Autos & Vehicles,Tablets,970x250,Agency B,£3.63 ,3024,£1.20 
6/19/20,Beauty & Personal Care,Desktop,Native,Agency B,£2.41 ,2998,£0.80 
6/19/20,"News, Books & Publications",Desktop,300x250,Agency B,£0.77 ,2938,£0.26 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,300x250,Agency B,£1.17 ,2918,£0.40 
6/19/20,Arts & Entertainment,Desktop,970x250,Agency C,£3.33 ,2841,£1.17 
6/19/20,Real Estate,Desktop,728x90,Agency B,£1.33 ,2812,£0.47 
6/19/20,Internet & Telecom,High-end mobile devices,300x600,Agency B,£3.22 ,2808,£1.15 
6/19/20,Occasions & Gifts,Desktop,970x250,Agency B,£1.40 ,2789,£0.50 
6/19/20,Home & Garden,High-end mobile devices,320x50,Agency C,£1.27 ,2788,£0.46 
6/19/20,Computers & Consumer Electronics,Tablets,300x600,Agency B,£1.57 ,2776,£0.56 
6/19/20,Home & Garden,Tablets,Native,Agency B,£1.28 ,2765,£0.46 
6/19/20,Internet & Telecom,High-end mobile devices,300x250,Agency B,£1.75 ,2728,£0.64 
6/19/20,Autos & Vehicles,High-end mobile devices,320x50,Agency C,£4.60 ,2690,£1.71 
6/19/20,"News, Books & Publications",Desktop,970x250,Agency B,£1.17 ,2689,£0.44 
6/19/20,Apparel,High-end mobile devices,320x50,Agency B,£1.18 ,2671,£0.44 
6/19/20,Jobs & Education,Desktop,970x250,Agency B,£1.43 ,2670,£0.53 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,320x50,Agency C,£2.50 ,2640,£0.95 
6/19/20,Mobile Apps,Desktop,970x250,Agency B,£0.90 ,2640,£0.34 
6/19/20,Real Estate,Desktop,300x600,Agency B,£2.02 ,2582,£0.78 
6/19/20,Food & Groceries,Desktop,300x600,Agency B,£2.80 ,2579,£1.09 
6/19/20,Occasions & Gifts,Tablets,300x250,Agency B,£0.54 ,2565,£0.21 
6/19/20,Autos & Vehicles,Desktop,Video/Overlay,Agency B,£4.83 ,2564,£1.88 
6/19/20,Finance,Tablets,300x600,Agency B,£2.34 ,2550,£0.92 
6/19/20,Home & Garden,High-end mobile devices,300x600,Agency B,£2.62 ,2543,£1.03 
6/19/20,"Hobbies, Games & Leisure",Tablets,728x90,Agency B,£0.60 ,2537,£0.24 
6/19/20,Apparel,Tablets,728x90,Agency B,£1.74 ,2531,£0.69 
6/19/20,Internet & Telecom,Tablets,728x90,Agency B,£1.69 ,2514,£0.67 
6/19/20,Real Estate,High-end mobile devices,300x600,Agency B,£2.85 ,2506,£1.14 
6/19/20,Finance,Desktop,320x50,Agency C,£1.66 ,2505,£0.66 
